time_decimal_year,TSOI,TSOIBNF,ELAI,H2OSOI,TVEG,GPP,AR,HR,NPP,NPP_NUPTAKE,NPP_PUPTAKE,VEGC_TO_LITTER,SNFIX,FNFIX,NGAS,NLEACH,NNETMIN,NUP,FN2O,PLOSS,PNETMIN,PUP,TOTVEGC,TOTECOC,VEGCAG,TOTLITC,SOILC,LEAFC,WOODC,CROOTC,FROOTC,CWDC,TOTVEGN,TOTECON,SMINN,TOTLITN,SOILN,LEAFN,WOODN,FROOTN,CWDN,TOTSOMN,TOTVEGP,TOTECOP,SMINP,TOTLITP,SOILP,LEAFP,WOODP,FROOTP,CWDP,TOTSOMP,ET,TNFIX,VEGCBG,TOTROOTC
2015.0417,273.023,273.071,0,0.468986,0,0,0.000636881,0.000468054,-0.000636881,0,0,0.000523193,0,3.03596e-07,1.50294e-06,2.82236e-07,9.03905e-06,0,7.79057e-08,3.37862e-09,4.67896e-07,0,11.6285,45.9362,7.22795,0.498813,31.1215,0,8.69306,0.00552856,0,2.6874,0.147974,3.27056,0.00110995,0.01065,3.1053,0,0.0133371,0,0.00552692,3.1053,0.00917475,3.05063,1.67138,0.000605456,0.062563,0,0.00222285,0,0.000895799,0.062563,0.399093,3.03596e-07,4.40055,0.00552856
2015.1250,274.882,274.55,0,0.479959,0,0,0.000846008,0.00151246,-0.000846008,0,0,0.000522348,0,2.95876e-07,9.30437e-06,4.68055e-07,1.70405e-05,0,5.37079e-07,4.15549e-09,1.72505e-06,0,11.5904,45.8918,7.21627,0.477156,31.1265,0,8.67902,0.00521617,0,2.69781,0.147735,3.27047,0.00137798,0.0100834,3.10573,0,0.0133176,0,0.0055482,3.10573,0.00915994,3.05063,1.67141,0.00057644,0.0625759,0,0.00221959,0,0.000899269,0.0625759,0.529882,2.95876e-07,4.37415,0.00521617
2015.2083,283.009,282.037,0,0.203761,0,0,0.00112592,0.00218453,-0.00112592,0,0,0.000521476,0,3.61296e-07,1.94345e-05,2.15027e-06,3.57772e-05,0,1.51398e-06,1.62604e-08,2.71498e-06,0,11.5425,45.8023,7.20422,0.42274,31.1361,0,8.66453,0.00491154,0,2.70095,0.147488,3.27005,0.00175707,0.0086292,3.10662,0,0.0132973,0,0.00555446,3.10662,0.00914464,3.05063,1.67148,0.000495867,0.0625984,0,0.00221622,0,0.000900316,0.0625984,1.12721,3.61296e-07,4.33823,0.00491154
2015.2917,291.196,289.721,1.6879,0.183882,1.37807,0.00530533,0.00273926,0.00235248,0.00256607,1.05518e-05,0.000112755,0.000521512,6.3697e-06,4.91013e-07,3.23396e-05,1.86488e-06,5.58698e-05,3.45445e-05,2.91636e-06,1.27721e-08,3.24227e-06,1.99248e-06,11.5194,45.7289,7.20264,0.376059,31.1347,0.0518985,8.75076,0.00690865,0.0518985,2.69864,0.14756,3.2693,0.00208059,0.00746796,3.10664,0.00207594,0.0134166,0.00123568,0.00554955,3.10664,0.00914756,3.05063,1.67155,0.000430467,0.0625885,0.000138396,0.00223611,5.18985e-05,0.000899546,0.0625885,2.34913,6.86072e-06,4.3168,0.0588072
2015.3750,292.925,291.898,3.60259,0.17497,2.61441,0.0100276,0.00409341,0.00212038,0.00593421,2.04519e-05,0.000162259,0.000525602,1.32309e-05,7.37259e-07,2.85956e-05,7.64796e-07,6.33962e-05,6.83266e-05,2.73364e-06,8.07433e-09,3.08919e-06,3.99897e-06,11.6419,45.803,7.24771,0.342889,31.1244,0.107625,8.84443,0.00890611,0.107625,2.69376,0.149056,3.26866,0.00152176,0.00664703,3.1059,0.004305,0.0135474,0.0025625,0.00553971,3.1059,0.00923371,3.05063,1.67155,0.000385234,0.0625544,0.000287,0.00225791,0.000107625,0.00089792,0.0625544,3.37866,1.39682e-05,4.39422,0.116531
2015.4583,295.961,294.907,3.60256,0.208292,2.35796,0.00993201,0.00453817,0.0022802,0.00539384,2.18468e-05,0.0001617,0.000530804,1.47767e-05,9.62684e-07,2.79404e-05,2.36056e-07,7.68611e-05,6.74254e-05,2.53186e-06,5.41403e-09,3.35221e-06,3.9463e-06,11.7995,45.9133,7.3056,0.318978,31.1083,0.107625,8.83001,0.00839375,0.107625,2.68652,0.150938,3.26827,0.00113235,0.00605589,3.10462,0.00430498,0.0135287,0.00256249,0.00552505,3.10462,0.00934312,3.05063,1.67152,0.000353366,0.062506,0.000286999,0.00225478,0.000107625,0.000895507,0.062506,3.58179,1.57394e-05,4.49394,0.116018
2015.5417,295.813,295.205,3.59577,0.196309,2.19115,0.00822027,0.00435303,0.00215385,0.00386724,1.59594e-05,0.000147905,0.00053532,1.19187e-05,1.10631e-06,3.27723e-05,2.71778e-07,7.85569e-05,5.45559e-05,2.94404e-06,8.32305e-09,3.13015e-06,3.17502e-06,11.9222,45.9853,7.35555,0.299411,31.0873,0.107442,8.81503,0.00789584,0.107442,2.67639,0.152578,3.26779,0.00123938,0.00557515,3.10289,0.00429768,0.0135089,0.00255814,0.00550435,3.10289,0.00943798,3.05063,1.67151,0.000327862,0.0624473,0.000286512,0.00225149,0.000107442,0.000892129,0.0624473,2.94035,1.3025e-05,4.56663,0.115338
2015.6250,290.506,290.661,3.5891,0.186698,1.54395,0.00666804,0.0035452,0.00170982,0.00312284,1.33884e-05,0.000132723,0.000538702,9.07453e-06,1.16754e-06,2.93313e-05,4.61141e-07,6.47908e-05,4.3852e-05,2.94782e-06,9.22944e-09,2.44398e-06,2.53933e-06,12.0096,46.0337,7.39249,0.286037,31.0686,0.107262,8.80031,0.00743471,0.107262,2.66944,0.153821,3.2672,0.00134793,0.00524987,3.10129,0.0042905,0.0134894,0.00255387,0.00549015,3.10129,0.00950917,3.05063,1.6715,0.000310863,0.0623973,0.000286033,0.00224823,0.000107262,0.000889814,0.0623973,2.28839,1.02421e-05,4.61715,0.114697
2015.7083,285.135,285.792,2.90507,0.215107,0.675085,0.00388093,0.00259549,0.00249689,0.00128544,7.55734e-06,7.67406e-05,0.00744368,4.46873e-06,1.16275e-06,2.55323e-05,8.47508e-07,7.52738e-06,7.08989e-05,1.96755e-06,1.81322e-08,1.60269e-06,4.50968e-06,12.0241,46.0882,7.39751,0.338778,31.0597,0.0883953,8.78561,0.00700066,0.0883953,2.6656,0.153703,3.26751,0.00126254,0.00658768,3.10047,0.0035348,0.0134697,0.00210465,0.0054823,3.10047,0.00950379,3.05068,1.67151,0.000381667,0.0623757,0.000235632,0.00224494,8.83953e-05,0.000888535,0.0623757,1.28828,5.63148e-06,4.62661,0.095396
2015.7917,280.564,281.45,0,0.199395,0,0,0.00116517,0.003028,-0.00116517,0,0,0.000529278,0,1.09861e-06,2.15714e-06,4.38836e-07,3.33432e-06,0,1.12494e-07,1.62228e-08,2.08878e-06,0,11.8229,46.1653,7.30798,0.570831,31.1065,0,8.77094,0.00659182,0,2.66509,0.149306,3.27166,0.000215039,0.0123253,3.10433,0,0.0134498,0,0.00548125,3.10433,0.00926117,3.05092,1.67154,0.000693879,0.0625081,0,0.00224164,0,0.000888363,0.0625081,0.407233,1.09861e-06,4.51487,0.00659182
