time_decimal_year,TSOI,TSOIBNF,ELAI,H2OSOI,TVEG,GPP,AR,HR,NPP,NPP_NUPTAKE,NPP_PUPTAKE,VEGC_TO_LITTER,SNFIX,FNFIX,NGAS,NLEACH,NNETMIN,NUP,FN2O,PLOSS,PNETMIN,PUP,TOTVEGC,TOTECOC,VEGCAG,TOTLITC,SOILC,LEAFC,WOODC,CROOTC,FROOTC,CWDC,TOTVEGN,TOTECON,SMINN,TOTLITN,SOILN,LEAFN,WOODN,FROOTN,CWDN,TOTSOMN,TOTVEGP,TOTECOP,SMINP,TOTLITP,SOILP,LEAFP,WOODP,FROOTP,CWDP,TOTSOMP,ET,TNFIX,VEGCBG,TOTROOTC
2015.0417,260.679,260.86,0,0.19467,0,0,0.000642152,1.43116e-07,-0.000642152,0,0,0.00062211,0,5.12512e-07,0,1.43714e-17,1.2433e-08,1.76088e-06,0,1.54334e-21,2.7606e-10,1.76088e-07,4.90131,82.0486,2.65549,0.382823,75.2,0.269929,3.10125,0.00218106,0.269929,1.56447,0.0566845,-0.330047,0.625231,0.00731503,-1.02246,0.00674826,0.00475659,0.00642689,0.00318342,-1.02246,0.0048406,1.82181,1.09434,0.000486652,0.15064,0.000674826,0.000792765,0.000269929,0.000521698,0.15064,0.102445,5.12512e-07,2.24582,0.27211
2015.1250,262.822,262.915,0,0.19467,0,0,0.000712921,1.32826e-07,-0.000712921,0,0,0.000610802,0,4.82974e-07,0,9.36649e-18,1.14371e-08,1.71791e-06,0,1.00538e-21,2.55414e-10,1.71791e-07,4.87352,82.0533,2.64505,0.410337,75.2,0.263343,3.09624,0.00205782,0.263343,1.56948,0.056344,-0.329761,0.625268,0.00789439,-1.02246,0.0065836,0.0047497,0.00627006,0.00319371,-1.02246,0.00481638,1.82183,1.09434,0.000525616,0.15064,0.00065836,0.000791617,0.000263343,0.000523367,0.15064,0.282419,4.82974e-07,2.22846,0.265401
2015.2083,271.461,270.891,0.389051,0.482645,0.0922917,0.000556868,0.00108836,0.000891796,-0.000531497,1.95449e-09,6.44788e-07,0.000599399,3.30598e-13,4.69283e-07,5.29336e-05,6.96649e-18,-2.74755e-05,2.11796e-06,4.21768e-06,7.47849e-22,4.46068e-07,1.99323e-07,4.84129,82.0493,2.63444,0.429136,75.2046,0.256705,3.09108,0.00193779,0.256705,1.57426,0.0559993,-0.329807,0.624783,0.00828257,-1.02207,0.00641765,0.00474256,0.00611201,0.0032035,-1.02207,0.00479183,1.82184,1.09434,0.000550144,0.150652,0.000641765,0.000790426,0.000256705,0.00052496,0.150652,0.696091,4.69283e-07,2.20685,0.258642
2015.2917,283.572,281.875,2.16033,0.221787,1.3107,0.0063734,0.00230507,0.00233545,0.00406834,9.70985e-08,1.91184e-05,0.000592768,3.07787e-10,4.89892e-07,1.54812e-05,5.49699e-18,1.70748e-05,2.36825e-05,1.87695e-06,5.92375e-22,2.43548e-06,1.76135e-06,4.84213,82.0216,2.62943,0.375352,75.2315,0.252797,3.08965,0.00190921,0.252797,1.57263,0.0559424,-0.331422,0.622153,0.00708346,-1.0198,0.00631996,0.00474054,0.00601898,0.00320008,-1.0198,0.00478807,1.82186,1.09437,0.000468678,0.150726,0.000631996,0.000790091,0.000252797,0.000524415,0.150726,1.72338,4.90199e-07,2.2127,0.254706
2015.3750,292.804,290.636,2.2006,0.110969,1.73894,0.00698951,0.00301271,0.00145379,0.0039768,1.31203e-07,2.44101e-05,0.000596155,1.95904e-09,5.50372e-07,1.86554e-08,5.54574e-18,2.10053e-05,3.09017e-05,2.13614e-09,5.97906e-22,1.73487e-06,2.28571e-06,4.91123,82.0671,2.63644,0.349496,75.2362,0.254599,3.09641,0.00206553,0.254599,1.5702,0.0564538,-0.331217,0.621974,0.00653445,-1.01937,0.00636501,0.00474991,0.00606189,0.00319504,-1.01937,0.00482554,1.82188,1.09437,0.000433498,0.150737,0.000636501,0.000791652,0.000254599,0.000523605,0.150737,2.02412,5.52331e-07,2.27479,0.256665
2015.4583,294.08,292.502,2.20428,0.126374,1.03204,0.00463322,0.00295922,0.00148996,0.001674,8.25803e-08,1.69485e-05,0.000597083,1.61147e-09,5.84776e-07,5.09981e-08,1.22276e-17,2.04587e-05,1.98847e-05,7.1874e-09,1.31844e-21,1.81732e-06,1.48543e-06,4.9489,82.096,2.64052,0.339197,75.2385,0.254995,3.1012,0.00216758,0.254995,1.56938,0.0567701,-0.330936,0.621927,0.00632535,-1.01915,0.0063749,0.0047566,0.0060713,0.00319334,-1.01915,0.00484883,1.82189,1.09437,0.000419193,0.150742,0.00063749,0.000792766,0.000254995,0.000523333,0.150742,1.40746,5.86388e-07,2.30839,0.257162
2015.5417,291.159,290.437,2.19364,0.109326,0.655393,0.00248551,0.00253416,0.00118883,-4.86515e-05,3.14408e-08,8.53895e-06,0.000595317,6.40546e-10,6.03268e-07,8.8528e-10,1.60204e-17,1.78093e-05,8.54795e-06,1.54064e-10,1.72787e-21,1.46312e-06,6.62386e-07,4.96272,82.0973,2.64139,0.326994,75.24,0.253852,3.10382,0.00221497,0.253852,1.56752,0.0569166,-0.330654,0.622129,0.00608554,-1.01897,0.00634634,0.00476031,0.00604411,0.00318949,-1.01897,0.0048598,1.82191,1.09439,0.000401901,0.150744,0.000634634,0.000793385,0.000253852,0.000522711,0.150744,0.853979,6.03909e-07,2.32133,0.256067
2015.6250,286.96,286.757,2.15012,0.147695,0.466598,0.00209194,0.00245877,0.0014545,-0.000366825,2.48951e-08,7.57899e-06,0.000587334,1.91844e-10,5.94551e-07,2.31899e-07,1.58902e-17,2.31083e-05,7.01908e-06,3.7502e-08,1.71419e-21,1.82574e-06,5.50429e-07,4.93501,82.0624,2.63466,0.319681,75.2412,0.249174,3.10115,0.00214209,0.249174,1.56642,0.0567291,-0.330387,0.622587,0.00594216,-1.01883,0.00622938,0.00475669,0.00593272,0.00318723,-1.01883,0.00484649,1.82192,1.09443,0.000391134,0.150745,0.000622938,0.000792782,0.000249174,0.000522347,0.150745,0.767506,5.94743e-07,2.30035,0.251316
2015.7083,272.393,273.59,0.938112,0.126083,0.0474484,0.000330413,0.00125978,0.000599007,-0.000929369,3.16159e-10,1.7035e-07,0.000578167,5.3633e-13,5.72289e-07,1.12177e-12,1.60794e-17,1.03804e-05,1.6591e-06,4.41827e-13,1.73454e-21,7.31044e-07,1.63912e-07,4.90437,82.03,2.62638,0.317861,75.2414,0.243825,3.09735,0.00204741,0.243825,1.56633,0.0564779,-0.330116,0.623096,0.00591003,-1.01879,0.00609566,0.00475147,0.00580536,0.00318702,-1.01879,0.00482858,1.82194,1.09446,0.000389086,0.150745,0.000609566,0.000791911,0.000243825,0.000522316,0.150745,0.250826,5.7229e-07,2.27799,0.245872
2015.7917,264.235,265.475,0,0.0467668,0,0,0.000777159,5.21893e-05,-0.000777159,0,0,0.000567583,0,5.37007e-07,0,1.66319e-17,1.60758e-06,1.55048e-06,0,1.79321e-21,5.7845e-08,1.55048e-07,4.8726,82.0219,2.61626,0.337369,75.2413,0.237676,3.09218,0.00192788,0.237676,1.57058,0.0561512,-0.329846,0.623284,0.00631766,-1.01879,0.00594193,0.00474431,0.00565895,0.00319572,-1.01879,0.00480521,1.82195,1.09447,0.000417606,0.150744,0.000594193,0.000790718,0.000237676,0.000523732,0.150744,0.131595,5.37007e-07,2.25634,0.239604
