time_decimal_year,TSOI,TSOIBNF,ELAI,H2OSOI,TVEG,GPP,AR,HR,NPP,NPP_NUPTAKE,NPP_PUPTAKE,VEGC_TO_LITTER,SNFIX,FNFIX,NGAS,NLEACH,NNETMIN,NUP,FN2O,PLOSS,PNETMIN,PUP,TOTVEGC,TOTECOC,VEGCAG,TOTLITC,SOILC,LEAFC,WOODC,CROOTC,FROOTC,CWDC,TOTVEGN,TOTECON,SMINN,TOTLITN,SOILN,LEAFN,WOODN,FROOTN,CWDN,TOTSOMN,TOTVEGP,TOTECOP,SMINP,TOTLITP,SOILP,LEAFP,WOODP,FROOTP,CWDP,TOTSOMP,ET,TNFIX,VEGCBG,TOTROOTC
2015.0417,259.677,259.846,0,0.188475,0,0,0.000315279,1.02535e-07,-0.000315279,0,0,0.00124747,0,0,0,1.12819e-13,8.95588e-09,nan,0,2.46409e-17,1.87142e-10,nan,10.7302,135.228,7.95458,1.23381,117.013,0.424482,9.78913,0.00655517,0.424482,6.25114,0.0581209,12.0819,0.303394,0.0177066,11.6899,0.0106121,0.0150165,0.0101067,0.0128433,11.6899,0.0060433,1.89253,1.08093,0.00140226,0.234557,0.00106121,0.00250275,0.000424482,0.00208378,0.234557,0.0993806,0,2.7756,0.431038
2015.1250,261.791,261.864,0,0.188475,0,0,0.0003346,8.22017e-08,-0.0003346,0,0,0.00122926,0,0,0,9.51668e-14,7.18153e-09,nan,0,2.07735e-17,1.50032e-10,nan,10.693,135.247,7.93206,1.27403,117.013,0.414125,9.77332,0.00618477,0.414125,6.26695,0.0576759,12.0823,0.303417,0.0184707,11.6899,0.0103531,0.0149946,0.00986011,0.0128757,11.6899,0.00601178,1.89255,1.08093,0.00145029,0.234557,0.00103531,0.00249911,0.000414125,0.00208905,0.234557,0.275753,0,2.76089,0.420309
2015.2083,270.89,270.346,0.650487,0.480552,0.125452,0.000722237,0.000571167,0.0010945,0.00015107,0,0,0.00121097,1.98377e-07,0,3.95188e-05,8.30083e-14,-1.90378e-05,nan,4.46307e-06,1.81216e-17,3.4595e-07,nan,10.6551,135.261,7.90922,1.30837,117.015,0.403737,9.75713,0.0058266,0.403737,6.28191,0.057228,12.0825,0.303114,0.0191161,11.6901,0.0100934,0.0149721,0.00961278,0.0129063,11.6901,0.00597998,1.89257,1.08093,0.00149035,0.234565,0.00100934,0.00249535,0.000403737,0.00209404,0.234565,0.687105,1.98377e-07,2.74587,0.409563
2015.2917,282.315,280.713,3.63659,0.208188,1.6763,0.00810859,0.00239698,0.00392003,0.00571161,0,0,0.00121155,4.71211e-06,0,2.26853e-05,6.86199e-14,2.29082e-05,nan,4.48828e-06,1.50539e-17,3.02158e-06,nan,10.6808,135.249,7.91494,1.25123,117.042,0.403862,9.7644,0.0060202,0.403862,6.27456,0.057387,12.0812,0.300641,0.0178828,11.6924,0.0100966,0.014982,0.00961577,0.0128911,11.6924,0.00599186,1.89259,1.08094,0.00141755,0.234637,0.00100966,0.002497,0.000403862,0.00209159,0.234637,1.90437,4.71211e-06,2.76583,0.409883
2015.3750,292.187,289.995,3.76571,0.10644,1.43861,0.00570657,0.00212779,0.00236843,0.00357879,0,0,0.00123127,4.8853e-06,0,5.6171e-08,6.91181e-14,2.37099e-05,nan,4.97769e-09,1.51568e-17,2.1078e-06,nan,10.7689,135.303,7.95009,1.21817,117.049,0.414591,9.79615,0.00674407,0.414591,6.26663,0.0581871,12.0816,0.300301,0.0172026,11.693,0.0103648,0.015026,0.00987122,0.0128747,11.693,0.00605034,1.89262,1.08092,0.00137821,0.234655,0.00103648,0.00250434,0.000414591,0.00208894,0.234655,1.66993,4.8853e-06,2.81878,0.421335
2015.4583,293.719,292.234,3.75609,0.121901,0.833748,0.00363956,0.00185772,0.00270405,0.00178184,0,0,0.00123001,4.0084e-06,0,1.6759e-07,9.34677e-14,2.54219e-05,nan,1.66893e-08,2.04952e-17,2.4371e-06,nan,10.7848,135.303,7.9534,1.20233,117.054,0.413654,9.80167,0.00683939,0.413654,6.26227,0.0582823,12.0821,0.300603,0.016907,11.6935,0.0103413,0.0150339,0.0098489,0.0128657,11.6935,0.00605782,1.89264,1.08095,0.00135944,0.234664,0.00103413,0.00250565,0.000413654,0.00208749,0.234664,1.17377,4.0084e-06,2.83143,0.420493
2015.5417,291.156,290.451,3.73162,0.104132,0.440749,0.00142067,0.00132934,0.00215593,9.13264e-05,0,0,0.00122614,2.37717e-06,0,3.6876e-10,9.72563e-14,2.34936e-05,nan,5.40628e-11,2.13215e-17,1.98737e-06,nan,10.7916,135.287,7.95275,1.18322,117.057,0.411264,9.80394,0.00685492,0.411264,6.25522,0.0582934,12.0826,0.301054,0.0165728,11.6938,0.0102816,0.0150373,0.009792,0.0128512,11.6938,0.00605922,1.89266,1.08099,0.00133701,0.234671,0.00102816,0.00250621,0.000411264,0.00208514,0.234671,0.597633,2.37717e-06,2.83885,0.418119
2015.6250,286.837,286.68,3.65337,0.14118,0.522363,0.00227145,0.00162278,0.00277252,0.000648674,0,0,0.00121275,2.12351e-06,0,1.37584e-06,9.61299e-14,3.12446e-05,nan,1.3771e-07,2.1074e-17,2.6086e-06,nan,10.7668,135.244,7.93728,1.16842,117.06,0.403606,9.79378,0.00659499,0.403606,6.24943,0.057977,12.083,0.301755,0.0163135,11.6941,0.0100901,0.0150234,0.00960966,0.0128393,11.6941,0.00603674,1.89268,1.08105,0.00131978,0.234674,0.00100901,0.0025039,0.000403606,0.00208321,0.234674,0.784812,2.12351e-06,2.8295,0.410201
2015.7083,272.626,273.861,1.72345,0.120914,0.0528324,0.000349703,0.000705989,0.00113699,-0.000356286,0,0,0.00119876,3.94249e-07,0,1.64945e-11,9.74518e-14,1.55152e-05,nan,3.78795e-12,2.13521e-17,1.08325e-06,nan,10.74,135.211,7.92061,1.16263,117.06,0.395621,9.78249,0.00632211,0.395621,6.24749,0.0576429,12.0834,0.302465,0.0162193,11.6942,0.00989053,0.0150078,0.00941956,0.0128353,11.6942,0.00601296,1.89271,1.0811,0.00131359,0.234674,0.000989053,0.00250131,0.000395621,0.00208257,0.234674,0.238124,3.94249e-07,2.81942,0.401943
2015.7917,264.114,265.375,0,0.0473284,0,0,0.000404202,0.00010226,-0.000404202,0,0,0.00118117,0,0,0,1.00815e-13,2.76375e-06,nan,0,2.20723e-17,1.03592e-07,nan,10.702,135.213,7.89809,1.19068,117.06,0.385651,9.76618,0.00595334,0.385651,6.26038,0.0572083,12.0837,0.302732,0.0167411,11.6942,0.00964127,0.0149852,0.00918216,0.0128617,11.6942,0.00598195,1.89273,1.08111,0.00134781,0.234673,0.000964127,0.00249753,0.000385651,0.00208686,0.234673,0.131716,0,2.8039,0.391604
2015.8750,261.927,262.891,0,0.0369799,0,0,0.000339143,1.53957e-05,-0.000339143,0,0,0.00116398,0,0,0,1.03359e-13,5.95379e-07,nan,0,2.26148e-17,1.74861e-08,nan,10.665,135.229,7.87582,1.22778,117.06,0.375924,9.74987,0.00560577,0.375924,6.27656,0.056783,12.0841,0.30279,0.0174443,11.6942,0.00939811,0.0149624,0.00895058,0.0128948,11.6942,0.00595153,1.89275,1.08111,0.00139242,0.234673,0.000939811,0.00249374,0.000375924,0.00209225,0.234673,0.118339,0,2.78913,0.38153
2015.9583,263.969,264.398,0,0.0379516,0,0,0.000349773,6.41418e-06,-0.000349773,0,0,0.00114693,0,0,0,1.051e-13,2.71562e-07,nan,0,2.29813e-17,7.51345e-09,nan,10.6278,135.246,7.85346,1.26515,117.06,0.366289,9.73332,0.00527324,0.366289,6.29308,0.05636,12.0844,0.302825,0.0181559,11.6942,0.00915723,0.0149392,0.00872117,0.0129285,11.6942,0.00592118,1.89277,1.08111,0.00143731,0.234673,0.000915723,0.00248986,0.000366289,0.00209776,0.234673,0.225837,0,2.77433,0.371562
2016.0417,262.887,263.544,0,0.0401655,0,0,0.000304855,5.18861e-06,-0.000304855,0,0,0.00113109,0,0,0,1.06013e-13,2.18886e-07,nan,0,2.31672e-17,5.99263e-09,nan,10.593,135.262,7.83242,1.29989,117.06,0.357348,9.7176,0.00497499,0.357348,6.30879,0.0559657,12.0848,0.302854,0.0188187,11.6942,0.00893369,0.014917,0.00850828,0.0129606,11.6942,0.00589283,1.89279,1.08111,0.00147911,0.234673,0.000893369,0.00248616,0.000357348,0.002103,0.234673,0.03036,0,2.76062,0.362323
2016.1250,263.328,263.619,0,0.0419412,0,0,0.000323737,1.68475e-06,-0.000323737,0,0,0.00111562,0,0,0,1.08281e-13,9.53699e-08,nan,0,2.36492e-17,2.31764e-09,nan,10.5589,135.277,7.81163,1.33382,117.06,0.348628,9.7019,0.00469388,0.348628,6.32448,0.0555797,12.0851,0.302881,0.0194673,11.6942,0.0087157,0.0148947,0.00830067,0.0129926,11.6942,0.00586499,1.8928,1.08111,0.00151999,0.234673,0.00087157,0.00248245,0.000348628,0.00210823,0.234673,0.265304,0,2.74723,0.353322
2016.2083,273.67,272.984,0.69663,0.400205,0.286824,0.00121446,0.000743256,0.00232929,0.000471208,0,0,0.00110068,4.72232e-07,0,7.12754e-05,9.92941e-14,-1.55399e-05,nan,8.99613e-06,2.17194e-17,1.27206e-06,nan,10.5244,135.274,7.79114,1.34543,117.068,0.340224,9.68619,0.004431,0.340224,6.33582,0.0552017,12.0848,0.302014,0.0196531,11.6949,0.00850561,0.0148723,0.00810058,0.0130156,11.6949,0.00583761,1.89282,1.08112,0.00153158,0.234696,0.000850561,0.00247872,0.000340224,0.00211201,0.234696,0.918963,4.72232e-07,2.73329,0.344655
2016.2917,283.582,282.593,3.13953,0.224669,1.46861,0.00800398,0.00270501,0.00464762,0.00529897,0,0,0.00112158,4.80153e-06,0,2.10015e-05,8.56971e-14,4.71862e-05,nan,4.45317e-06,1.88668e-17,4.19371e-06,nan,10.5561,135.23,7.81102,1.26479,117.09,0.352391,9.69622,0.00476427,0.352391,6.31929,0.055606,12.0832,0.299796,0.0180008,11.6968,0.00880977,0.0148855,0.00839026,0.0129813,11.6968,0.00586508,1.89284,1.08115,0.00143195,0.234752,0.000880977,0.00248092,0.000352391,0.0021065,0.234752,1.9312,4.80153e-06,2.74504,0.357155
2016.3750,291.081,289.586,3.55568,0.148265,2.34609,0.0103145,0.00376089,0.00366466,0.00655357,0,0,0.00119376,4.92719e-06,0,4.5941e-06,8.8445e-14,4.86482e-05,nan,8.18521e-07,1.94875e-17,3.57905e-06,nan,10.6836,135.279,7.88921,1.20379,117.093,0.393935,9.74386,0.00592008,0.393935,6.29906,0.0572601,12.0834,0.299169,0.0168617,11.6971,0.00984838,0.0149511,0.00937941,0.0129396,11.6971,0.00598171,1.89286,1.08113,0.00136116,0.234754,0.000984838,0.00249185,0.000393935,0.00209976,0.234754,2.64268,4.92719e-06,2.79436,0.399855
